item_id,gating_mode,prompt_tokens,completion_tokens,latency,tps,cost
67,stepwise,329,300,6.0453275999752805,49.62510220310091,0.0003658
67,hybrid,469,381,7.071178799960762,53.88069101040327,0.0004748
67,diversity,306,307,6.0790263999952,50.50150793887692,0.0003682
67,token_budget,95,182,4.385004000039771,41.50509326749743,0.00020099999999999998
68,baseline (no gating),470,246,5.085261399974115,48.37509434642872,0.00033999999999999997
68,original_gating,1309,423,7.641530700027943,55.355401503320955,0.0006848
68,stepwise,323,280,5.447286600014195,51.401738252448546,0.0003446
68,hybrid,472,295,5.741412900038995,51.38108077856522,0.0003894
68,diversity,314,280,5.533020899980329,50.60526700721399,0.0003428
68,token_budget,84,294,5.68613980000373,51.704673177364924,0.00031079999999999997
69,baseline (no gating),366,47,2.7003533999668434,17.40512926959008,0.0001202
69,original_gating,1122,316,6.319516099989414,50.00382861601212,0.0005404
69,stepwise,267,258,5.332236599992029,48.38494976017862,0.0003114
69,hybrid,363,263,5.445234300044831,48.299115429768506,0.0003356
69,diversity,222,244,5.281783599988557,46.19651588916452,0.0002884
69,token_budget,92,377,6.731919400044717,56.00185884541276,0.0003954
70,baseline (no gating),490,168,4.22660980001092,39.74816885144353,0.000266
70,original_gating,1404,380,7.224983500025701,52.59527582293416,0.0006608
70,stepwise,338,259,5.371184399991762,48.22027707713726,0.0003266
70,hybrid,490,306,5.9468756999704055,51.45559037017081,0.000404
70,diversity,348,416,7.393329399987124,56.26693705825206,0.0004856
70,token_budget,86,146,3.9570738000329584,36.89595073985832,0.0001632
71,baseline (no gating),436,185,4.4473242000094615,41.598046753507745,0.0002722
71,original_gating,1199,447,8.08881589997327,55.26148765500735,0.0006868
71,stepwise,300,331,6.254251100006513,52.92400236371311,0.00039099999999999996
71,hybrid,436,434,7.45672790001845,58.20247242747401,0.0005212
71,diversity,274,334,6.273431600013282,53.24039876346031,0.0003888
71,token_budget,78,383,6.782079599972349,56.47235399619337,0.0003986
72,baseline (no gating),493,333,6.236582699988503,53.394625874297134,0.0004316
72,original_gating,1400,360,6.921076999977231,52.01502598528875,0.0006399999999999999
72,stepwise,352,284,6.009094999986701,47.261692484580216,0.00035439999999999994
72,hybrid,491,207,4.488663099997211,46.11618100724213,0.0003052
72,diversity,329,282,5.469759700004943,51.556195421116065,0.0003478
72,token_budget,96,128,3.6777601999929175,34.80379172090842,0.0001472
73,baseline (no gating),493,195,4.542796699970495,42.92509942196324,0.0002936
73,original_gating,1290,431,7.673268800019287,56.16902147347121,0.0006889999999999999
73,stepwise,339,262,5.456942500022706,48.0122339568192,0.0003298
73,hybrid,492,298,5.905609000008553,50.46050288794405,0.0003964
73,diversity,326,359,6.709714600001462,53.504511205278654,0.0004242
73,token_budget,93,161,4.056525300024077,39.68913986535333,0.00017959999999999997
74,baseline (no gating),480,452,7.485300100001041,60.38502050170803,0.000548
74,original_gating,1319,410,7.6677041000220925,53.47102530975585,0.0006738
74,stepwise,327,249,5.191121300042141,47.96651544204499,0.0003144
74,hybrid,478,446,7.614210699975956,58.57468588325358,0.0005416
74,diversity,312,258,5.737594400008675,44.96658041907074,0.0003204
74,token_budget,87,81,3.0571993999765255,26.494837072328995,9.839999999999999e-05
75,baseline (no gating),494,103,3.3901049999985844,30.3825397738545,0.0002018
75,original_gating,1413,393,7.339750300045125,53.544055851271104,0.0006755999999999999
75,stepwise,328,282,5.818201199988835,48.468588539107444,0.0003476
75,hybrid,493,366,6.86165679997066,53.339887241455294,0.0004646
75,diversity,296,249,5.27002649998758,47.24833926368052,0.0003082
75,token_budget,102,237,5.05529019999085,46.88158159553906,0.00025739999999999997
76,baseline (no gating),455,138,3.821078500011936,36.11545797857043,0.00022899999999999998
76,original_gating,1374,378,7.239054599951487,52.216763222442495,0.0006528
76,stepwise,329,326,6.358142599987332,51.2728355606006,0.0003918
76,hybrid,455,212,4.955641500011552,42.779527130747006,0.000303
76,diversity,304,274,5.67718739999691,48.263335467867265,0.0003348
76,token_budget,106,258,5.166910599975381,49.93312638334197,0.00027919999999999996
77,baseline (no gating),491,37,2.6261569999624044,14.089028188539256,0.0001352
77,original_gating,1432,416,7.8958253000164405,52.68606943458258,0.0007023999999999999
77,stepwise,347,275,5.586016700020991,49.230071223912844,0.00034439999999999997
77,hybrid,492,239,5.068877500016242,47.15047858213858,0.00033739999999999996
77,diversity,358,385,6.961707699985709,55.30252297159651,0.0004566
77,token_budget,112,306,6.068993999972008,50.42021791443711,0.0003284
78,baseline (no gating),492,286,5.720508400001563,49.99555633899984,0.0003844
78,original_gating,1836,405,7.763996499998029,52.1638565911387,0.0007722
78,stepwise,350,93,3.3674696999951266,27.617174996447506,0.000163
78,hybrid,491,497,8.209966299997177,60.53618027642463,0.0005951999999999999
78,diversity,352,232,5.023737999959849,46.18075226093682,0.0003024
78,token_budget,110,197,4.4949881999637,43.82658891108789,0.00021899999999999998
79,baseline (no gating),491,158,4.171182699967176,37.878944981538055,0.0002562
79,original_gating,1402,412,7.837019699974917,52.571004766176436,0.0006924
79,stepwise,354,345,6.591082200000528,52.34345279443979,0.00041579999999999997
79,hybrid,492,438,7.5107955999556,58.31605908734745,0.0005364
79,diversity,325,394,7.158697599952575,55.03794433258505,0.000459
79,token_budget,86,455,7.569378899992444,60.11061224593397,0.0004722
80,baseline (no gating),490,132,3.719786399975419,35.48590854595099,0.00023
80,original_gating,1211,322,6.4633442999911495,49.81941005377679,0.0005641999999999999
80,stepwise,334,144,4.018798900011461,35.831601327349155,0.00021080000000000003
80,hybrid,490,333,6.308984899951611,52.78186669975293,0.00043099999999999996
80,diversity,322,163,4.178552600031253,39.00872278089329,0.0002274
80,token_budget,82,121,3.63824390002992,33.25780330422733,0.0001374
81,baseline (no gating),493,358,6.52660579996882,54.852401228477795,0.0004566
81,original_gating,1169,243,5.554302899981849,43.74986463212046,0.0004768
81,stepwise,334,232,4.942560199997388,46.93923606638572,0.0002988
81,hybrid,495,276,5.641636400017887,48.92197590031235,0.000375
81,diversity,346,355,6.439382300013676,55.12951141280213,0.0004242
81,token_budget,98,109,3.4492014999850653,31.60151704690838,0.00012859999999999998
82,baseline (no gating),454,288,5.6390209000092,51.07269597094952,0.0003788
82,original_gating,1373,351,6.781405499961693,51.75918178052953,0.0006256
82,stepwise,322,257,5.285143100016285,48.62687634686904,0.0003214
82,hybrid,451,298,5.852343399950769,50.919773436826496,0.0003882
82,diversity,249,279,5.567284600052517,50.11419750256133,0.0003288
82,token_budget,101,213,4.861396300024353,43.81457236862853,0.0002332
83,baseline (no gating),454,187,4.565871500002686,40.956036541959186,0.00027780000000000003
83,original_gating,1135,372,7.260838800051715,51.233750017608216,0.000599
83,stepwise,315,306,6.2329103000229225,49.094240935710985,0.000369
83,hybrid,454,446,8.15809270000318,54.66964110371363,0.0005368
83,diversity,303,341,6.624915399996098,51.47235540550462,0.0004016
83,token_budget,99,198,4.676710999978241,42.3374461241931,0.00021779999999999998
84,baseline (no gating),420,221,5.000028699985705,44.19974629358264,0.000305
84,original_gating,1029,279,5.916657999972813,47.15499864979216,0.0004848
84,stepwise,296,357,6.657405200006906,53.62449622258679,0.00041620000000000003
84,hybrid,418,456,8.099094700010028,56.30258897941216,0.0005396
84,diversity,274,339,6.417924000008497,52.82081869457338,0.00039380000000000003
84,token_budget,96,182,4.535182200022973,40.1306919927226,0.00020119999999999998
85,baseline (no gating),487,181,4.313591999991331,41.96038939249789,0.0002784
85,original_gating,1401,297,6.10056660004193,48.68400256427964,0.0005772
85,stepwise,339,280,5.485240000009071,51.04608002558447,0.0003478
85,hybrid,487,333,6.2830692999996245,52.999574586901325,0.00043039999999999994
85,diversity,318,247,5.201771099993493,47.483827191148215,0.00031059999999999996
85,token_budget,100,118,3.5837172999745235,32.92670434714224,0.000138
86,baseline (no gating),499,231,4.943423799995799,46.72874698709755,0.0003308
86,original_gating,1396,356,6.93957310001133,51.2999855854849,0.0006352
86,stepwise,361,296,5.739072699972894,51.576276425527425,0.0003682
86,hybrid,499,118,3.59238240000559,32.84728262776713,0.0002178
86,diversity,336,401,7.1423068000003695,56.14432580801195,0.0004682
86,token_budget,89,78,3.109730399970431,25.082560211889003,9.58e-05
87,baseline (no gating),497,286,5.676714000001084,50.38125929894397,0.00038540000000000004
87,original_gating,1377,494,8.44266100000823,58.51235765590002,0.0007693999999999999
87,stepwise,360,244,5.08940719999373,47.94271521451469,0.000316
87,hybrid,497,419,7.249978700012434,57.79327324082778,0.0005184
87,diversity,364,276,5.5110920000006445,50.08081882864008,0.0003488
87,token_budget,130,390,6.801612499984913,57.339344163000334,0.000416
88,baseline (no gating),489,69,2.9627613999764435,23.289084298367264,0.0001668
88,original_gating,1286,269,5.944782399979886,45.249763893950124,0.0005262
88,stepwise,343,169,4.1930305999703705,40.30497654875073,0.00023759999999999997
88,hybrid,488,418,7.329014900024049,57.03358578226228,0.0005156
88,diversity,323,385,6.739615300029982,57.12492224864634,0.0004496
88,token_budget,89,304,5.71343689999776,53.20790363504657,0.00032179999999999996
89,baseline (no gating),503,316,6.073290099971928,52.031105841866605,0.0004166
89,original_gating,1366,371,7.227234999998473,51.333601301200034,0.0006441999999999999
89,stepwise,371,140,3.8074845999944955,36.76968253534168,0.0002142
89,hybrid,501,397,6.996690500003751,56.74111210146957,0.0004972
89,diversity,329,283,5.516463999985717,51.3009783079764,0.0003488
89,token_budget,119,154,4.001813899958506,38.48254912643409,0.0001778
90,baseline (no gating),473,338,6.4051538000348955,52.77000530387866,0.0004326
90,original_gating,1361,422,7.862177500035614,53.674697626463974,0.0006942
90,stepwise,333,240,5.280228200019337,45.45258100760135,0.00030659999999999997
90,hybrid,475,403,7.311882600013632,55.11576457740838,0.000498
90,diversity,262,433,7.612636300036684,56.87911295564106,0.0004854
90,token_budget,90,300,5.874270900036208,51.07016770339121,0.000318
91,baseline (no gating),501,160,4.006827600009274,39.931840341628295,0.0002602
91,original_gating,1764,482,8.44778759998735,57.05635875607499,0.0008347999999999999
91,stepwise,364,294,5.687242499960121,51.69464815366349,0.0003668
91,hybrid,501,482,8.101090800017118,59.49816042044381,0.0005822
91,diversity,340,356,6.379986299958546,55.79949286134253,0.000424
91,token_budget,113,282,5.567725600034464,50.649047790403756,0.0003046
92,baseline (no gating),477,240,5.311986299988348,45.18083941604414,0.0003354
92,original_gating,1340,316,6.364846800046507,49.64769929697145,0.000584
92,stepwise,325,279,5.607249299995601,49.757017224152825,0.000344
92,hybrid,475,294,5.917219900002237,49.68549504132656,0.000389
92,diversity,312,270,5.6434524999931455,47.843053520930305,0.0003324
92,token_budget,88,267,5.539413799997419,48.20004600489034,0.0002846
93,baseline (no gating),198,143,3.8674256000085734,36.975501222229845,0.0001826
93,original_gating,1172,494,8.41361109999707,58.714384837703285,0.0007284
93,stepwise,134,164,4.1453665000153705,39.56224377250887,0.0001908
93,hybrid,199,325,6.076247500022873,53.48695885063546,0.0003648
93,diversity,123,153,3.9525700000231154,38.70899187088533,0.0001776
93,token_budget,89,110,3.4753409999539144,31.651570306758007,0.0001278
94,baseline (no gating),431,208,4.690156899974681,44.34819653925071,0.0002942
94,original_gating,1533,322,6.326796300010756,50.89463683214404,0.0006286
94,stepwise,295,130,3.8309663999825716,33.933996393336,0.00018899999999999999
94,hybrid,431,283,5.725889199995436,49.424637836202905,0.0003692
94,diversity,275,152,4.031704499968328,37.70117576851034,0.000207
94,token_budget,96,203,4.641564299992751,43.73525537507194,0.0002222
95,baseline (no gating),539,422,6.849742099992,61.60815894082974,0.0005298
95,original_gating,1613,511,8.30433290003566,61.53414201371981,0.0008336
95,stepwise,415,352,6.142167099984363,57.30876322151772,0.000435
95,hybrid,538,423,6.90839739999501,61.22983023534597,0.0005306
95,diversity,369,534,7.901704299962148,67.580357316403,0.0006077999999999999
95,token_budget,158,192,4.380051300046034,43.83510302675727,0.00022360000000000001
96,baseline (no gating),380,113,3.45025589998113,32.7511939043762,0.00018899999999999999
96,original_gating,1297,366,7.03741990000708,52.00769674119229,0.0006254
96,stepwise,258,98,3.374737299978733,29.03929737008495,0.0001496
96,hybrid,380,265,5.441422400006559,48.70050154527254,0.000341
96,diversity,252,242,5.101140999991912,47.44036677292074,0.0002924
96,token_budget,89,98,3.2864678999758326,29.819247588184464,0.0001158
97,baseline (no gating),485,91,3.2212375000235625,28.25001261140613,0.00018800000000000002
97,original_gating,1378,321,6.409149099956267,50.084651643100386,0.0005966000000000001
97,stepwise,337,293,5.831261699961033,50.2464157974522,0.0003604
97,hybrid,487,264,5.391716699989047,48.96399694007222,0.0003614
97,diversity,331,284,5.679335499997251,50.00585015626167,0.00035019999999999995
97,token_budget,85,120,3.588166999979876,33.443259469437464,0.000137
98,baseline (no gating),359,96,3.310324500023853,29.00017807900955,0.0001678
98,original_gating,1032,367,7.069861700001638,51.91049211046306,0.0005734
98,stepwise,255,142,4.013858099991921,35.37743399555799,0.00019299999999999997
98,hybrid,360,405,7.432875800004695,54.487658733614815,0.000477
98,diversity,202,257,5.378743999986909,47.7806714728616,0.0002974
98,token_budget,99,94,3.3460226000170223,28.093055916454894,0.0001138
99,baseline (no gating),486,382,6.844431600009557,55.81179304932591,0.00047919999999999994
99,original_gating,1313,345,6.813651700038463,50.633641869021936,0.0006076
99,stepwise,339,329,6.260050999990199,52.55548237554536,0.0003968
99,hybrid,486,385,6.839631900016684,56.289578975596754,0.0004822
99,diversity,315,298,5.876332500018179,50.71190236411539,0.000361
99,token_budget,89,317,6.266817800002173,50.58388645029541,0.0003348
